ss,sex,age,list,ACC_VerbalAnalogy,RT_VerbalAnalogy,VerbalAnalogy_OverallACC,VerbalAnalogy_OverallRT,Far_High_ACC,Far_High_RT,Far_Low_ACC,Far_Low_RT,Near_High_ACC,Near_High_RT,Near_Low_ACC,Near_Low_RT,BPIndex,BP_Trial1,BP_Intrusions,VisACC,VisRT_total,VisRT_correct,Vis_1rc_inhib_ACC,Vis_1rc_non_ACC,Vis_2rc_inhib_ACC,Vis_2rc_non_ACC,Vis_1rc_inhib_RT_total,Vis_1rc_non_RT_total,Vis_2rc_inhib_RT_total,Vis_2rc_non_RT_total,Vis_1rc_inhib_RT_correct,Vis_1rc_non_RT_correct,Vis_2rc_inhib_RT_correct,Vis_2rc_non_RT_correct,Vis_invalid_1rc_ACC,Vis_invalid_2rc_ACC,Vis_invalid_1rc_RT_correct,Vis_invalid_2rc_RT_correct,Vis_invalid_1rc_RT_total,Vis_invalid_2rc_RT_total,Vis_1rc_dp,Vis_2rc_dp,Vis_1rc_inhib_dp,Vis_1rc_non_dp,Vis_2rc_inhib_dp,Vis_2rc_non_dp,Vis_1rc_hit,Vis_2rc_hit,Vis_1rc_inhib_hit,Vis_1rc_non_hit,Vis_2rc_inhib_hit,Vis_2rc_non_hit,Vis_1rc_FA,Vis_2rc_FA,AQ,AttenSwitch,Comm,DetailAttn,Imagination,SocialSkills,WM,OSpan,RSpan,NumberSeries,RAPM,GenKnow,TextComp,ShipleyVocab
8819,2,26,blue2,0.67,3953,0.67,3953,0.47,4988,0.8,3761,0.53,3405.13,0.87,3656.46,0.79,0.7,1,0.840277778,3480.243056,3468.652893,0.958333333,1,0.958333333,0.958333333,3184.25,2802.458333,3816.083333,3972.583333,3113.304348,2802.458333,3699.565217,3918.565217,0.541666667,0.625,3141.615385,4318.933333,3054.708333,4051.375,2.141467587,2.05030376,1.836297852,2.141467587,2.05030376,2.05030376,0.979166667,0.958333333,0.958333333,1,0.958333333,0.958333333,0.458333333,0.375,17,4,0,7,4,2,0.53,0.6,0.453333333,0.47,0.222222222,0.125,0,0.5
8872,1,26,red1,0.85,8245,0.85,8245,0.6,7413,0.93,7850,1,9526,0.87,8190,0.461538462,0.65,1,0.479166667,3846.152778,3778.26087,0.416666667,0.541666667,0.458333333,0.375,3782.833333,3820.625,4290.291667,3551.375,3617.6,4070.384615,3714.818182,3111.333333,0.625,0.458333333,3920,3994.909091,3724.416667,3907.375,0.266394184,-0.31506185,0.10821097,0.42327282,-0.209266911,-0.42327282,0.479166667,0.416666667,0.416666667,0.541666667,0.458333333,0.375,0.375,0.541666667,18,4,2,9,2,1,0.77,0.973333333,0.573333333,0.67,0.611111111,0.416666667,0.533333333,0.775
9001,2,28,blue2,0.92,5623,0.92,5816,0.93,6313,1,6454,0.87,5446.69,0.87,4278.25,0.35,0.55,2,0.854166667,4037.4375,4047.829268,0.875,0.916666667,0.833333333,0.875,3445,3314.458333,4854.541667,4914.416667,3322.047619,3306.545455,5105,4961.714286,0.916666667,0.708333333,3163.590909,4675.352941,3253.708333,4442.5,2.641155688,1.602994734,2.533343507,2.765988254,1.515943849,1.698871663,0.895833333,0.854166667,0.875,0.916666667,0.833333333,0.875,0.083333333,0.291666667,5,0,1,2,1,1,0.51,0.546666667,0.48,0.2,0.333333333,0.458333333,0.666666667,0.75
9034,1,18,yellow2,0.85,4082,0.85,4082,0.67,3865.8,0.93,4932.36,0.93,3453,0.87,4078,0.5,0.7,1,0.826388889,3286.618056,3205.042017,0.875,0.916666667,0.791666667,0.875,2616.333333,2849.125,3785.583333,3743.333333,2507,2733.363636,3737.684211,3816.857143,0.833333333,0.666666667,2756.2,3895.3125,2714.041667,4011.291667,2.225583127,1.398148865,2.117770946,2.350415693,1.242945101,1.58107668,0.895833333,0.833333333,0.875,0.916666667,0.791666667,0.875,0.166666667,0.333333333,14,4,0,8,2,0,0.79,0.84,0.746666667,0.53,0.444444444,0.291666667,0.266666667,0.65
9076,1,19,blue2,0.88,4247,0.88,4247,0.73,5360,1,4419,0.87,3858,0.93,3350,0.461538462,0.65,4,0.9375,2280.111111,2232.007407,0.958333333,1,0.916666667,1,1811.666667,1752.291667,2960.125,2797.958333,1801.391304,1752.291667,2867.136364,2797.958333,0.875,0.875,1683.857143,2487.857143,1713.625,2645,3.187183512,2.882013776,2.882013776,3.187183512,2.533343507,3.187183512,0.979166667,0.958333333,0.958333333,1,0.916666667,1,0.125,0.125,15,3,2,6,4,0,0.98,0.96,1,0.93,0.833333333,0.416666667,0.533333333,0.75
9119,1,23,green2,0.92,3214,0.92,3214,0.93,2683.57,0.87,3602.08,0.87,3986,1,2583,0.4,0.85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,3,4,8,1,0,0.95,0.96,0.933333333,NA,0.666666667,NA,NA,NA
9224,2,19,green1,1,3557,1,3743,1,4723.79,1,3074.6,1,3409,1,3020,0.29,0.85,4,0.875,2860.326389,2797.222222,0.916666667,0.958333333,0.916666667,0.916666667,2415.416667,2060.041667,3509.166667,3141.125,2395.136364,2082,3434.318182,3205.363636,0.75,0.791666667,2266.444444,3421.157895,2538.333333,3497.875,2.208610295,2.195211929,2.057483877,2.406154146,2.195211929,2.195211929,0.9375,0.916666667,0.916666667,0.958333333,0.916666667,0.916666667,0.25,0.208333333,15,4,2,5,1,3,0.97,0.973333333,0.96,0.87,0.888888889,0.666666667,1,0.875
9296,2,19,yellow2,0.92,5599,0.92,6504,0.87,5825.17,0.93,5911.57,0.87,5297,1,5363,0.19,0.6,3,0.833333333,3714.131944,3708.558333,0.875,0.916666667,0.75,0.916666667,2708.583333,2426.333333,4916.875,5053.375,2749.52381,2375.954545,4952.888889,4964.681818,0.75,0.791666667,2971.777778,4376.263158,2843.333333,4336.291667,1.932651311,1.779639368,1.824839131,2.057483877,1.486707552,2.195211929,0.895833333,0.833333333,0.875,0.916666667,0.75,0.916666667,0.25,0.208333333,16,4,2,7,2,1,0.8,0.84,0.76,0.27,0.444444444,0.333333333,0.333333333,0.575
9304,1,17,yellow1,0.92,6041,0.92,6041,0.87,6889,1,5256,0.8,6488,1,5532,0.6875,0.8,0,0.888888889,4599.875,4480.375,0.958333333,0.958333333,0.916666667,0.875,3794.75,3368.083333,5563.583333,5511.958333,3720.565217,3383.565217,5639.818182,5354.285714,0.791666667,0.833333333,3572.578947,5284.9,4036.625,5324.25,2.543882198,2.225583127,2.543882198,2.543882198,2.350415693,2.117770946,0.958333333,0.895833333,0.958333333,0.958333333,0.916666667,0.875,0.208333333,0.166666667,14,1,3,6,1,3,0.83,0.88,0.786666667,0.53,0.722222222,0.583333333,0.6,0.75
9353,2,21,yellow1,0.82,3873,0.82,3873,0.53,4625.38,0.87,4506.08,0.93,3134,0.93,3226,0.6,0.65,6,0.680555556,3648.291667,3532.571429,0.791666667,0.708333333,0.75,0.833333333,3366.583333,3424.166667,3488.833333,3439,3402.052632,3084.117647,3378.333333,3163.85,0.541666667,0.458333333,4305.923077,4459.909091,3823.541667,4347.625,0.779123206,0.707584346,0.916851257,0.653155738,0.569856295,0.86278811,0.75,0.791666667,0.791666667,0.708333333,0.75,0.833333333,0.458333333,0.541666667,19,4,4,5,3,3,NA,NA,NA,0.53,0.5,0.541666667,0.4,0.675
9405,2,21,red1,0.82,5430,0.82,7002,0.8,6967,0.87,4803,0.67,4724.44,0.93,5226.31,0.5,0.6,1,0.756944444,4331.993056,4259.788991,0.666666667,1,0.708333333,0.833333333,3470.916667,3306.666667,5122.5,5498.458333,2943.375,3306.666667,5140,5542.6,0.625,0.708333333,3594.333333,5042.117647,3334.458333,5258.958333,1.28606093,1.290116327,0.749366663,2.355473496,1.097044565,1.515943849,0.833333333,0.770833333,0.666666667,1,0.708333333,0.833333333,0.375,0.291666667,24,8,6,2,3,5,0.54,0.773333333,0.306666667,0.53,0.277777778,0.791666667,0.466666667,0.725
9445,2,18,red2,0.83,8172,0.83,8386,0.73,7660,0.73,9704,0.93,9638.71,0.93,5686.54,0.63,0.65,1,0.819444444,4363.3125,4222.491525,0.791666667,0.875,0.75,1,3591.25,3442.041667,5774.458333,5059.791667,3667.263158,3232.761905,5620.277778,5059.791667,0.833333333,0.666666667,3348.35,4445.0625,3411.666667,4900.666667,1.934843132,1.58107668,1.779639368,2.117770946,1.105217049,2.467561431,0.833333333,0.875,0.791666667,0.875,0.75,1,0.166666667,0.333333333,20,6,3,5,3,3,0.85,0.92,0.773333333,0.6,0.333333333,0.208333333,0.333333333,0.55
9513,1,45,red2,0.88,2632,0.88,2632,0.73,3128,0.87,2479,0.93,2594.64,1,2327.73,0.56,0.75,5,0.958333333,3700.784722,3658.855072,1,0.958333333,1,1,2568.208333,2352.75,4501.416667,4276.916667,2568.208333,2360.086957,4501.416667,4276.916667,0.875,0.916666667,3341.619048,4915.863636,3386.5,5118.916667,3.187183512,3.693985465,3.187183512,2.882013776,3.419828259,3.419828259,0.979166667,1,1,0.958333333,1,1,0.125,0.083333333,15,5,2,8,0,0,0.85,0.88,0.813333333,0.4,0.611111111,0.791666667,0.533333333,0.775
9564,2,19,green1,0.78,2923,0.78,3165,0.8,3444.58,0.8,3128.67,0.6,2080,0.93,3038,0.58,0.6,4,0.868055556,3463.986111,3475,0.625,1,1,0.958333333,3339.875,3209.958333,4096.041667,3905.25,3274.133333,3209.958333,4096.041667,3858.565217,0.833333333,0.791666667,3088,3126.947368,3119.166667,3113.625,1.854568125,2.849051933,1.28606093,3.004255698,2.849051933,2.543882198,0.8125,0.979166667,0.625,1,1,0.958333333,0.166666667,0.208333333,15,2,2,7,1,3,0.65,0.733333333,0.573333333,0.4,0.611111111,0.416666667,0.2,0.55
9639,1,27,green2,0.92,2812,0.92,2812,0.87,2901.62,0.8,3073.92,1,3002,1,2269,0.4,0.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5,8,4,1,7,0.93,0.906666667,0.96,NA,0.666666667,NA,NA,NA
9689,1,24,yellow2,0.8,4491,0.8,4602,0.4,5195.83,0.93,4548.07,0.93,4654,0.93,3565,0.33,0.75,1,0.930555556,3676.527778,3660.291045,1,0.958333333,0.958333333,0.958333333,2369.166667,2405.916667,5400.5,4589.291667,2369.166667,2403.73913,5399.73913,4629.130435,0.833333333,0.875,2697.75,4462.571429,2618,4676.291667,3.004255698,2.882013776,3.004255698,2.699085962,2.882013776,2.882013776,0.979166667,0.958333333,1,0.958333333,0.958333333,0.958333333,0.166666667,0.125,16,6,2,4,1,3,0.95,0.96,0.946666667,0.8,0.611111111,0.583333333,0.666666667,0.8
9876,1,19,green2,0.97,4268,0.97,4553,1,4966.47,0.93,5229,0.93,4181,1,2697,0.5,0.7,1,0.847222222,3157.520833,3025.631148,0.916666667,1,0.708333333,1,2524.541667,2245.125,3900.958333,3528,2457.5,2245.125,3740.470588,3528,0.875,0.583333333,2798.809524,3867.428571,2845.583333,3900.916667,2.882013776,1.264900846,2.533343507,3.187183512,0.758950677,2.247262526,0.958333333,0.854166667,0.916666667,1,0.708333333,1,0.125,0.416666667,12,0,2,7,3,0,0.69,0.653333333,0.733333333,0.6,0.444444444,0.791666667,0.533333333,0.775
