ss,sex,age,list,ACC_VerbalAnalogy,RT_VerbalAnalogy,VerbalAnalogy_OverallACC,VerbalAnalogy_OverallRT,Far_High_ACC,Far_High_RT,Far_Low_ACC,Far_Low_RT,Near_High_ACC,Near_High_RT,Near_Low_ACC,Near_Low_RT,BPIndex,BP_Trial1,BP_Intrusions,VisACC,VisRT_total,VisRT_correct,Vis_1rc_inhib_ACC,Vis_1rc_non_ACC,Vis_2rc_inhib_ACC,Vis_2rc_non_ACC,Vis_1rc_inhib_RT_total,Vis_1rc_non_RT_total,Vis_2rc_inhib_RT_total,Vis_2rc_non_RT_total,Vis_1rc_inhib_RT_correct,Vis_1rc_non_RT_correct,Vis_2rc_inhib_RT_correct,Vis_2rc_non_RT_correct,Vis_invalid_1rc_ACC,Vis_invalid_2rc_ACC,Vis_invalid_1rc_RT_correct,Vis_invalid_2rc_RT_correct,Vis_invalid_1rc_RT_total,Vis_invalid_2rc_RT_total,Vis_1rc_dp,Vis_2rc_dp,Vis_1rc_inhib_dp,Vis_1rc_non_dp,Vis_2rc_inhib_dp,Vis_2rc_non_dp,Vis_1rc_hit,Vis_2rc_hit,Vis_1rc_inhib_hit,Vis_1rc_non_hit,Vis_2rc_inhib_hit,Vis_2rc_non_hit,Vis_1rc_FA,Vis_2rc_FA,AQ,AttenSwitch,Comm,DetailAttn,Imagination,SocialSkills,WM,OSpan,RSpan,NumberSeries,RAPM,GenKnow,TextComp,ShipleyVocab
2014,2,19,blue2,0.9,3651,0.9,3651,0.8,5305,0.93,3903,1,3404.53,0.87,1990.54,NA,NA,NA,0.902777778,2499.8125,2470,0.916666667,1,0.875,1,2008.375,1570.625,3237.583333,3204.958333,2031.318182,1570.625,3203.761905,3204.958333,0.791666667,0.833333333,1890.157895,2930.25,1910.791667,3066.541667,2.543882198,2.50154211,2.195211929,2.849051933,2.117770946,3.004255698,0.958333333,0.9375,0.916666667,1,0.875,1,0.208333333,0.166666667,13,4,2,2,0,5,NA,NA,NA,0.6,0.555555556,0.5,0.333333333,0.625
2020,1,22,red1,0.62,3536,0.62,3536,0.4,3415,0.6,3385,0.67,3805.8,0.8,3540.17,0.67,0.65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,1,3,2,1,0.49,0.36,0.626666667,NA,0.222222222,NA,NA,NA
2027,2,17,yellow1,0.77,4541,0.77,4541,0.6,4455.56,0.87,5081.15,0.8,4202,0.8,4425,0.46,0.75,0,0.791666667,3915.180556,3931.131579,0.791666667,1,0.791666667,0.916666667,3092,2911.75,5216.375,5195.208333,2811.736842,2911.75,5197.052632,5012.954545,0.625,0.625,3521.933333,4199.066667,2750.75,4325,1.576800925,1.373111816,1.130857165,2.355473496,1.130857165,1.701633491,0.895833333,0.854166667,0.791666667,1,0.791666667,0.916666667,0.375,0.375,24,6,4,7,4,3,0.87,0.906666667,0.84,0.47,0.388888889,0.625,0.333333333,0.7
2102,2,21,blue1,0.92,4010,0.92,4178,0.93,5308,0.93,3434,0.93,4110,0.87,3188.58,0.58,0.7,1,0.951388889,3859.083333,3845.540146,1,1,1,1,2555.333333,2978.791667,5044.416667,4551.583333,2555.333333,2978.791667,5044.416667,4551.583333,0.875,0.833333333,3225.380952,4799.15,3131.041667,4893.333333,3.461340719,3.278412904,3.187183512,3.187183512,3.004255698,3.004255698,1,1,1,1,1,1,0.125,0.166666667,12,2,1,6,3,0,0.97,0.933333333,1,0.6,0.611111111,0.625,0.533333333,0.675
2128,2,19,green1,0.95,3182,0.95,3538,0.8,4125.67,1,3647.64,1,2623,1,2331,0.27,0.75,0,0.923611111,2803.229167,2817.045113,1,1,1,0.958333333,1930.458333,1743.583333,3914,3435.416667,1930.458333,1743.583333,3914,3438.956522,0.833333333,0.75,2169.95,3892.166667,2073.958333,3721.958333,3.278412904,2.711323882,3.004255698,3.004255698,2.711323882,2.406154146,1,0.979166667,1,1,1,0.958333333,0.166666667,0.25,17,3,3,5,1,5,0.85,0.88,0.826666667,0.73,0.444444444,0.541666667,0.866666667,0.775
2210,1,18,red2,0.88,3683,0.88,3683,0.8,4157,0.93,3268,0.87,3188,0.93,4119,0.6,0.75,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,7,1,8,1,4,0.6,0.666666667,0.533333333,NA,0.444444444,NA,NA,NA
2222,1,31,green1,0.98,5753,0.98,6226,0.93,5183.31,1,6511.33,1,6244,1,5075,0.44,0.8,1,0.958333333,3489.555556,3473.963768,1,1,1,1,2456.625,2358.916667,4751.625,4765.833333,2456.625,2358.916667,4751.625,4765.833333,0.916666667,0.833333333,2424.181818,4104.15,2425.375,4178.958333,3.693985465,3.278412904,3.419828259,3.419828259,3.004255698,3.004255698,1,1,1,1,1,1,0.083333333,0.166666667,23,4,5,6,4,4,0.83,0.733333333,0.92,0.47,0.444444444,0.875,0.8,0.825
2228,2,19,red1,0.88,4938,0.88,4938,0.73,6264,0.8,4287,1,4806.13,1,4395.13,0.69,0.8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,4,1,8,2,2,0.64,0.56,0.72,NA,0.333333333,NA,NA,NA
2230,1,20,yellow2,0.92,4362,0.92,4471,0.87,5093.77,0.93,5023.21,0.93,3703,0.93,3626,0.43,0.7,2,0.895833333,3154.930556,3146.348837,1,1,0.833333333,0.958333333,2595.333333,2179.666667,3764.083333,4219.958333,2595.333333,2179.666667,3932.4,4097.608696,0.833333333,0.75,2612.2,3674.555556,2563.833333,3606.708333,3.278412904,1.932651311,3.004255698,3.004255698,1.641911316,2.406154146,1,0.895833333,1,1,0.833333333,0.958333333,0.166666667,0.25,17,4,1,4,4,4,0.81,0.946666667,0.666666667,0.6,0.666666667,0.416666667,0.4,0.6
2286,1,23,red1,0.73,5624,0.73,5624,0.53,4999,0.73,5764,0.8,6719,0.87,5013,0.181818182,0.55,3,0.645833333,1945.381944,1844.978495,0.875,0.75,0.875,0.791666667,1374.041667,1492.833333,2456.041667,1806,1266.285714,1374.722222,2587.238095,1729.210526,0.291666667,0.291666667,1663.285714,3059.428571,2075,2468.375,0.338624276,0.418899283,0.601827098,0.125967467,0.601827098,0.263695519,0.8125,0.833333333,0.875,0.75,0.875,0.791666667,0.708333333,0.708333333,21,2,4,4,6,5,0.75,0.853333333,0.653333333,0.33,0.222222222,0.333333333,0.066666667,0.6
2298,2,18,yellow1,0.87,2799,0.87,2852,0.67,2607.2,1,3250.87,0.93,2588,0.87,2750,0.22,0.85,0,0.875,2512.993056,2489.793651,0.833333333,1,0.833333333,0.916666667,1727.791667,1760.666667,3346.458333,3244.833333,1704.65,1760.666667,3421.05,3346.909091,0.833333333,0.833333333,1967.4,2798.2,1934.833333,3063.375,2.350415693,2.117770946,1.934843132,3.004255698,1.934843132,2.350415693,0.916666667,0.875,0.833333333,1,0.833333333,0.916666667,0.166666667,0.166666667,13,3,1,6,3,0,0.77,0.853333333,0.68,0.8,0.388888889,0.583333333,0.266666667,0.675
2312,1,23,red1,0.97,3290,0.97,3524,1,3150,0.93,3108,0.93,3521,1,3380.93,0.27,0.7,1,0.875,2814.847222,2773.81746,1,0.958333333,0.958333333,0.916666667,2089,2147.833333,3354.5,3562.416667,2089,2070.130435,3394.869565,3511.5,0.791666667,0.625,2458.947368,3313.133333,2442.375,3292.958333,2.849051933,1.852759908,2.849051933,2.543882198,2.05030376,1.701633491,0.979166667,0.9375,1,0.958333333,0.958333333,0.916666667,0.208333333,0.375,9,4,0,4,0,1,NA,NA,NA,0.67,0.611111111,0.416666667,0.933333333,0.8
2319,1,29,green2,0.92,4579,0.92,4764,0.73,5188.82,1,4923.73,1,4310,0.93,3895,0.5,0.7,3,0.923611111,3690.597222,3654.954887,0.958333333,0.958333333,0.875,0.958333333,2563.5,2513.916667,4731.166667,4621.125,2585.565217,2526.826087,4792.333333,4447.391304,0.875,0.916666667,3192.904762,4479.272727,3189.291667,4524.583333,2.882013776,2.765988254,2.882013776,2.882013776,2.533343507,3.114658523,0.958333333,0.916666667,0.958333333,0.958333333,0.875,0.958333333,0.125,0.083333333,38,10,9,7,3,9,0.65,0.76,0.533333333,0.53,0.5,0.958333333,0.666666667,0.9
2324,1,18,green1,0.83,5573,0.83,5573,0.93,5928,0.8,6401,0.6,4535,1,5429,0.333333333,0.6,0,0.430555556,2651.340278,2591.403226,0.583333333,0.458333333,0.291666667,0.291666667,2233.541667,2663.708333,2942.333333,2448.166667,2218.571429,2767.636364,3155.714286,2188.142857,0.5,0.458333333,2450.75,2940.636364,2398.125,3222.166667,0.05224518,-0.653155738,0.210428394,-0.104633456,-0.653155738,-0.653155738,0.520833333,0.291666667,0.583333333,0.458333333,0.291666667,0.291666667,0.5,0.541666667,NA,NA,NA,NA,NA,NA,0.75,0.826666667,0.68,0.53,0.222222222,0.375,0.266666667,0.625
2378,2,19,blue1,0.92,6450,0.92,6556,0.87,7430,0.93,5902,0.87,5158.15,1,7310.6,0.69,0.65,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,4,1,8,3,1,0.82,0.773333333,0.866666667,NA,0.555555556,NA,NA,NA
2424,1,19,red1,0.78,5153,0.78,5153,0.53,4374,0.8,6889,0.87,5313,0.93,4036,0.533333333,0.75,1,0.819444444,3633.881944,3609.076271,0.958333333,0.916666667,0.875,0.875,3177.625,3112.708333,4149.583333,4179.666667,3092.521739,3149.454545,4206.142857,4408.809524,0.666666667,0.625,3297.9375,3451.6,3222.708333,3961,1.964847844,1.468988744,2.162391695,1.813721426,1.468988744,1.468988744,0.9375,0.875,0.958333333,0.916666667,0.875,0.875,0.333333333,0.375,18,4,2,6,1,5,0.72,0.72,0.72,0.47,0.444444444,0.25,0.2,0.5
2456,1,20,blue1,0.78,3049,0.78,3049,0.53,3800,0.93,2899,0.8,2911,0.87,2585,0.214285714,0.7,2,0.951388889,2076.208333,2045.744526,1,1,0.916666667,1,1450.541667,1611.166667,2793.958333,2630.375,1450.541667,1611.166667,2711.181818,2630.375,0.916666667,0.875,1632.454545,2290.333333,1622.833333,2348.375,3.693985465,2.882013776,3.419828259,3.419828259,2.533343507,3.187183512,1,0.958333333,1,1,0.916666667,1,0.083333333,0.125,13,3,2,6,1,1,0.91,0.933333333,0.893333333,0.87,0.722222222,0.416666667,0.466666667,0.7
2464,1,22,green1,0.83,5396,0.83,5396,0.73,5305,0.87,4579,0.87,7178,0.87,4524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,5,3,5,5,5,0.77,0.813333333,0.733333333,NA,NA,NA,NA,NA
2468,1,21,red1,0.93,5705,0.93,5705,0.8,4657,0.93,6301,1,5839,1,6024,0.461538462,0.65,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,3,5,1,2,0.85,0.92,0.786666667,NA,0.555555556,NA,NA,NA
2469,1,18,blue1,0.92,3908,0.92,3908,0.87,4587,0.93,3374,0.87,3840,1,3832,0.428571429,0.7,0,0.958333333,2313.819444,2291.057971,1,0.958333333,0.958333333,1,1639.125,1460.375,3228.625,3070.083333,1639.125,1472.26087,3166.391304,3070.083333,0.916666667,0.916666667,1957.818182,2426.545455,1946.458333,2538.25,3.419828259,3.419828259,3.419828259,3.114658523,3.114658523,3.419828259,0.979166667,0.979166667,1,0.958333333,0.958333333,1,0.083333333,0.083333333,18,6,1,4,4,3,0.97,0.986666667,0.946666667,0.93,0.722222222,0.833333333,0.866666667,0.9
2491,1,23,blue2,0.57,2463,0.57,2463,0.33,2915,0.67,2373,0.67,2547,0.6,2016,0.368421053,0.95,3,0.75,2419.333333,2520.648148,0.791666667,0.916666667,0.916666667,0.875,2242.625,2241.791667,2671.416667,2513.833333,2299.052632,2345.227273,2522.318182,2724,0.666666667,0.333333333,2824.5,2383.25,2442.291667,2404.041667,1.485199751,0.827434262,1.242945101,1.813721426,0.952266828,0.719622081,0.854166667,0.895833333,0.791666667,0.916666667,0.916666667,0.875,0.333333333,0.666666667,16,6,1,6,0,3,0.89,0.866666667,0.92,0.4,0.444444444,0.375,0.466666667,0.65
2511,1,64,yellow2,0.6,10174,0.6,10174,0.4,15688,0.67,6727,0.53,10115,0.8,8168,-1,0.15,2,0.583333333,6546.159722,6849.059524,0.5,0.625,0.541666667,0.666666667,5985.083333,6187.375,7424.041667,7552.958333,5814,7068.333333,7925.461538,7568.6875,0.75,0.416666667,6167.888889,6437.6,5936.75,6190.75,0.831800435,0.053718583,0.67448975,0.993129114,-0.105794939,0.220298905,0.5625,0.604166667,0.5,0.625,0.541666667,0.666666667,0.25,0.583333333,20,5,0,10,3,2,NA,NA,NA,0.2,0.111111111,0.208333333,0.4,0.825
2613,2,22,red2,0.83,2417,0.83,2487,0.67,2178,0.93,2899,0.8,2364.67,0.93,2226.79,0.34,0.85,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,7,2,4,2,4,NA,NA,NA,NA,0.388888889,NA,NA,NA
2693,1,18,blue2,0.83,6483,0.83,6483,0.67,6346,0.87,7319,0.87,5906,0.93,6360,0.625,0.8,1,0.881944444,3576.131944,3448.92126,0.791666667,1,0.75,1,2621.833333,2469.083333,4759.541667,4432.666667,2439.052632,2469.083333,4656.722222,4432.666667,0.916666667,0.833333333,2818.454545,4010.1,3010.416667,4163.25,2.641155688,2.117770946,2.195211929,3.419828259,1.641911316,3.004255698,0.895833333,0.875,0.791666667,1,0.75,1,0.083333333,0.166666667,19,5,3,4,3,4,0.62,0.733333333,0.506666667,0.73,0.444444444,0.416666667,0.4,0.675
2724,1,39,red2,0.9,4939,0.9,4939,0.73,5351,1,4913,0.93,5224,0.93,4269,0.636363636,0.55,0,0.631944444,1639.895833,1646.725275,0.916666667,0.958333333,0.916666667,0.916666667,1683,1743.458333,1848.333333,1835.416667,1606.181818,1707.434783,1651.409091,1653.954545,0.041666667,0.041666667,276,2251,1285.541667,1443.625,-0.197543852,-0.348670269,-0.348670269,0,-0.348670269,-0.348670269,0.9375,0.916666667,0.916666667,0.958333333,0.916666667,0.916666667,0.958333333,0.958333333,16,5,1,5,3,2,0.19,0.2,0.173333333,0.13,0.222222222,0.333333333,0.266666667,0.775
2726,1,24,red2,0.93,5725,0.93,5725,0.87,6643,0.87,6222,1,5449.67,1,4586.6,0.48,0.7,1,0.527777778,3423.25,3490.986842,0.5,0.666666667,0.333333333,0.541666667,3089.958333,2768.083333,3755.25,4375.541667,3196.5,2940.5,4227.875,4607.230769,0.5,0.625,2617,3652.533333,2546.083333,4004.583333,0.210428394,0.161328679,0,0.430727299,-0.112087935,0.42327282,0.583333333,0.4375,0.5,0.666666667,0.333333333,0.541666667,0.5,0.375,21,4,2,9,5,1,0.81,0.853333333,0.76,0.47,0.388888889,NA,0.666666667,0.775
2783,2,18,yellow2,0.77,3257,0.77,3257,0.6,3277.89,0.73,3392.45,0.8,3444,0.93,2915,0.63,0.55,2,0.8125,2879.236111,2783.25641,0.875,0.958333333,0.791666667,1,2288.708333,2616.166667,2849.25,2373.083333,2300.809524,2499.478261,2576.473684,2373.083333,0.791666667,0.458333333,3492.684211,4324.363636,3483,3665.208333,2.195211929,1.153528105,1.962567182,2.543882198,0.707584346,1.932200676,0.916666667,0.895833333,0.875,0.958333333,0.791666667,1,0.208333333,0.541666667,22,4,2,4,7,5,NA,NA,NA,0.8,0.5,0.333333333,0.266666667,0.6
2858,2,18,red1,0.85,4376,0.85,4665,0.67,5550,0.87,4432,0.87,5047.92,1,2473.07,0.44,0.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,6,2,8,4,0,0.45,NA,0.453333333,NA,0.611111111,NA,NA,NA
2877,2,18,red1,0.98,6738,0.98,6824,0.93,7064,1,8140,1,8527.6,1,3220.93,1,0.25,0,0.930555556,2693.194444,2711.731343,0.958333333,0.916666667,0.958333333,1,2063.458333,1762.75,3687.708333,3604.291667,2078.782609,1766.863636,3763.826087,3604.291667,0.916666667,0.833333333,2024.727273,2953.7,2087.083333,2953.875,2.917114671,3.004255698,3.114658523,2.765988254,2.699085962,3.004255698,0.9375,0.979166667,0.958333333,0.916666667,0.958333333,1,0.083333333,0.166666667,17,7,3,4,2,1,0.79,0.88,0.693333333,0.47,0.555555556,0.541666667,0.266666667,0.65
2907,2,23,red2,0.78,2392,0.78,2453,0.67,2933,0.8,2437,0.73,2519.27,0.93,1679.77,0.21,0.95,2,0.916666667,3280.625,3195.19697,1,1,0.875,0.958333333,2021.666667,2082.875,4662.458333,4453.541667,2021.666667,2082.875,4548.857143,4462.956522,0.833333333,0.833333333,2387.45,3866.7,2417.958333,4045.25,3.278412904,2.350415693,3.004255698,3.004255698,2.117770946,2.699085962,1,0.916666667,1,1,0.875,0.958333333,0.166666667,0.166666667,17,5,2,4,3,3,NA,NA,NA,0.73,0.333333333,0.458333333,0.533333333,0.675
2996,2,18,yellow2,0.85,4651,0.85,4977,0.6,4811.89,0.93,4164.92,0.87,4481,1,5145,0.67,0.75,1,0.902777778,3300.465278,3216.369231,1,1,0.833333333,0.916666667,2392.375,2678.375,4246.375,3959.625,2392.375,2678.375,4055.2,3840.090909,0.833333333,0.833333333,2797.3,3744.9,2682.75,3843.291667,3.278412904,2.117770946,3.004255698,3.004255698,1.934843132,2.350415693,1,0.875,1,1,0.833333333,0.916666667,0.166666667,0.166666667,18,7,3,4,1,3,0.98,1,0.96,0.47,0.555555556,0.666666667,0.8,0.825
3021,2,22,blue1,0.8,3291,0.8,3291,0.53,3672,0.87,3365,0.93,3195.36,0.87,2932.15,0.73,0.75,3,0.944444444,3220.138889,3185.507353,1,1,0.916666667,1,2417.041667,2114.75,4614.708333,3852.583333,2417.041667,2114.75,4562.545455,3852.583333,0.875,0.875,2618.190476,3649.809524,2565.666667,3756.083333,3.461340719,2.882013776,3.187183512,3.187183512,2.533343507,3.187183512,1,0.958333333,1,1,0.916666667,1,0.125,0.125,12,2,2,4,2,2,0.44,NA,0.44,0.6,0.666666667,0.25,0.266666667,0.65
3057,1,18,blue2,0.93,6589,0.93,6589,0.87,6276,1,6915,0.87,7353.31,1,5811.53,0.77,0.65,1,0.923611111,3517.875,3474.969925,0.958333333,1,0.916666667,1,2852.166667,2430.75,4739.541667,4382.166667,2857.26087,2430.75,4606.272727,4382.166667,0.875,0.791666667,2512,4150.210526,2535.583333,4167.041667,3.187183512,2.543882198,2.882013776,3.187183512,2.195211929,2.849051933,0.979166667,0.958333333,0.958333333,1,0.916666667,1,0.125,0.208333333,14,4,0,8,2,0,0.79,0.773333333,0.8,0.87,0.666666667,0.5,0.6,0.7
3110,1,20,blue2,0.83,6453,0.83,6453,0.8,8644,0.93,5456,0.8,5496,0.8,6214,0.583333333,0.6,2,0.708333333,5959.513889,5890.696078,0.708333333,0.833333333,0.666666667,0.791666667,4271,3841.958333,8701.625,8316.333333,3897.705882,3524.4,8534.625,8339.736842,0.625,0.625,4382.066667,6890.8,4452.083333,6174.083333,1.060233408,0.928933974,0.867161647,1.28606093,0.749366663,1.130857165,0.770833333,0.729166667,0.708333333,0.833333333,0.666666667,0.791666667,0.375,0.375,19,7,1,7,2,2,0.69,0.626666667,0.746666667,0.4,0.388888889,0.541666667,0.466666667,0.75
3193,1,21,blue1,0.92,3637,0.92,3637,0.73,3718,1,3786,1,3292,0.93,3751,0.444444444,0.9,0,0.819444444,3156.180556,2930.220339,0.75,0.875,0.75,0.875,2482.458333,2968.083333,3931.791667,3539.916667,2097.222222,2792.952381,3513.222222,3156.285714,0.875,0.791666667,2584.142857,3451.421053,2546.833333,3468,2.037495939,1.699364361,1.824839131,2.300698761,1.486707552,1.962567182,0.8125,0.8125,0.75,0.875,0.75,0.875,0.125,0.208333333,16,6,2,5,2,1,0.69,0.626666667,0.76,0.6,0.444444444,0.666666667,0.733333333,0.675
3260,2,20,red1,0.97,3750,0.97,3887,0.87,3897,1,4477,1,3568.36,1,3057.73,0.2,0.45,2,0.944444444,4375,4354.860294,0.916666667,1,1,1,3169.958333,3171.291667,5758.083333,5862.458333,3129.590909,3171.291667,5758.083333,5862.458333,0.916666667,0.833333333,3061.272727,5052.9,3063.083333,5225.125,3.114658523,3.278412904,2.765988254,3.419828259,3.004255698,3.004255698,0.958333333,1,0.916666667,1,1,1,0.083333333,0.166666667,22,6,3,5,3,5,0.85,0.813333333,0.893333333,0.53,0.722222222,0.666666667,0.866666667,0.85
3320,2,24,green2,0.82,6909,0.82,7318,0.53,7797.38,0.8,7705.67,0.93,6805,1,5328,0.36,0.85,2,0.416666667,1595.201389,1670.5,0.583333333,0.375,0.375,0.291666667,1598.958333,1640.791667,1453.541667,1341.166667,1728.785714,1957.777778,1550.222222,1924.857143,0.375,0.5,1886.333333,1167,1954.083333,1582.666667,-0.370884544,-0.430727299,-0.10821097,-0.637278728,-0.318639364,-0.548522283,0.479166667,0.333333333,0.583333333,0.375,0.375,0.291666667,0.625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3322,2,19,yellow1,0.75,4859,0.75,5015,0.53,5990.75,0.8,4647.83,0.8,3930,0.87,4867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,4,1,5,6,1,0.6,0.653333333,0.546666667,0.53,0.277777778,0.375,0.133333333,0.7
3441,2,20,green1,0.87,5379,0.87,5672,0.73,5798.91,0.87,4960.38,0.87,6396,1,4359,0.35,0.7,3,0.923611111,4674.520833,4552.165414,0.875,1,0.958333333,0.916666667,3987.416667,4163.375,5424.375,5648.541667,3571.047619,4163.375,5265.391304,5498.818182,0.916666667,0.875,3911.181818,4876.238095,3902.416667,4921,2.917114671,2.684469925,2.533343507,3.419828259,2.882013776,2.533343507,0.9375,0.9375,0.875,1,0.958333333,0.916666667,0.083333333,0.125,19,5,3,6,2,3,0.73,0.693333333,0.773333333,0.6,0.5,0.5,0.666666667,0.85
3443,2,23,green1,0.72,5542,0.72,5542,0.47,4485.29,0.67,4815.1,0.73,7087,1,5779,0.25,0.55,5,0.541666667,3601.270833,3646.910256,0.708333333,0.791666667,0.625,0.666666667,3206.333333,2776.666667,4924.833333,3880.125,2997,2812.578947,4669.866667,4432.625,0.333333333,0.125,3201,4497.666667,3246.166667,3573.5,0.243762451,-0.77625397,0.117794983,0.381490502,-0.831710016,-0.719622081,0.75,0.645833333,0.708333333,0.791666667,0.625,0.666666667,0.666666667,0.875,15,2,2,8,2,1,0.2,0.106666667,0.293333333,0.27,0.388888889,0.333333333,0.066666667,0.6
3450,2,19,yellow2,0.8,3593,0.8,3593,0.53,3473.25,0.87,3367.46,0.87,4155,0.93,3377,0.67,0.75,4,0.611111111,2396.506944,2441.079545,0.833333333,0.708333333,0.75,0.583333333,2435.625,2001.166667,2332.083333,2592.041667,2506.35,2094.941176,2392.166667,3017.714286,0.375,0.416666667,1905,2662.2,2378.958333,2639.166667,0.42295468,0.220298905,0.648782202,0.229882919,0.464061356,2.78e-16,0.770833333,0.666666667,0.833333333,0.708333333,0.75,0.583333333,0.625,0.583333333,31,6,7,6,5,7,0.68,0.533333333,0.826666667,0.47,0.166666667,0.583333333,0.266666667,0.55
3456,1,19,green1,0.95,3478,0.95,3632,0.8,3354.27,1,3592.27,1,3671,1,3293,0.54,0.65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4,2,5,2,0,0.86,0.813333333,0.906666667,NA,0.611111111,0.583333333,0.6,0.7
3595,2,19,yellow1,0.93,3260,0.93,3435,0.8,3864.25,1,3289.93,1,3003,0.93,2881,0.18,0.75,1,0.854166667,4811.659722,4450.04065,0.833333333,0.916666667,0.833333333,0.916666667,3815.958333,3471.583333,5900.291667,5634.833333,3233.25,3179.727273,5418.05,5581.909091,0.791666667,0.833333333,4063.368421,5218.45,4531.041667,5516.25,1.962567182,2.117770946,1.779639368,2.195211929,1.934843132,2.350415693,0.875,0.875,0.833333333,0.916666667,0.833333333,0.916666667,0.208333333,0.166666667,20,4,1,7,4,4,0.79,0.746666667,0.84,0.4,0.5,NA,NA,NA
3627,1,29,green1,0.75,3906,0.75,3906,0.6,5041.44,0.67,4036.2,0.8,3497,0.93,3047,0.39,0.65,2,0.4375,2259.097222,2298.968254,0.541666667,0.291666667,0.291666667,0.333333333,2230.333333,2091.833333,2245.875,2303.416667,1918.153846,2132.428571,2664.142857,2258.375,0.458333333,0.708333333,1996.181818,2723.411765,1894.916667,2788.208333,-0.31506185,0.059745872,-2.78e-16,-0.653155738,0,0.117794983,0.416666667,0.3125,0.541666667,0.291666667,0.291666667,0.333333333,0.541666667,0.291666667,19,7,1,6,5,0,0.69,0.773333333,0.613333333,0.47,0.222222222,0.625,0.466666667,0.7
3663,2,28,green2,0.77,4121,0.77,4263,0.6,4313,0.8,3718.18,0.73,5266,0.93,3188,0.37,0.4,10,0.513888889,2450.069444,2305.72973,0.791666667,0.833333333,0.666666667,0.583333333,2296.541667,1927,1890.708333,3442.625,2331.842105,1932.8,1839.625,3249.285714,0.166666667,0.041666667,2684,2003,3011.916667,2131.625,-0.080275007,-1.413025032,-0.155203765,0,-1.300937097,-1.521236002,0.8125,0.625,0.791666667,0.833333333,0.666666667,0.583333333,0.833333333,0.958333333,14,2,3,3,3,3,0.81,0.653333333,0.96,0.27,0.388888889,0.291666667,0.333333333,0.475
3670,2,24,red2,0.7,3791,0.7,3791,0.4,3407,0.8,4666,0.67,3805.2,0.93,3284.5,0.5,0.4,1,0.944444444,5428.451389,5450.661765,1,0.958333333,1,0.958333333,3612.416667,4202.958333,6620.25,7309.416667,3612.416667,4166.73913,6620.25,7300.565217,0.916666667,0.833333333,4738.363636,6385.7,4561.083333,6264.583333,3.419828259,3.004255698,3.419828259,3.114658523,3.004255698,2.699085962,0.979166667,0.979166667,1,0.958333333,1,0.958333333,0.083333333,0.166666667,15,3,1,7,3,1,0.83,0.906666667,0.746666667,0.47,0.444444444,0.291666667,0.6,0.75
